,1. open,2. high,3. low,4. close,5. volume
2022-08-18 11:20:00,305.2800,305.7550,304.7330,305.7550,299172
2022-08-18 11:15:00,305.4850,305.9400,305.0830,305.3000,379200
2022-08-18 11:10:00,305.0000,305.6000,304.8330,305.5020,347979
2022-08-18 11:05:00,305.0030,305.2030,304.4170,304.9410,314454
2022-08-18 11:00:00,305.3930,306.4670,304.6870,305.0270,852063
2022-08-18 10:55:00,305.3270,305.5770,304.8300,305.3900,266322
2022-08-18 10:50:00,305.7430,306.0400,304.9800,305.3200,405084
2022-08-18 10:45:00,305.0700,305.9430,304.9330,305.7830,626172
2022-08-18 10:40:00,304.5520,305.5900,304.3030,304.9570,710388
2022-08-18 10:35:00,303.7870,304.5830,303.4370,304.5030,323751
2022-08-18 10:30:00,304.3300,304.6500,303.1670,303.7820,441429
2022-08-18 10:25:00,304.2970,304.9300,303.8370,304.2430,550146
2022-08-18 10:20:00,303.1970,304.7880,303.1670,304.3470,737310
2022-08-18 10:15:00,303.0600,303.6200,302.5800,303.2970,375261
2022-08-18 10:10:00,303.6130,303.6130,302.5000,303.1230,370728
2022-08-18 10:05:00,302.5080,303.6300,302.1670,303.6130,564492
2022-08-18 10:00:00,303.1770,303.2130,301.8530,302.4370,692010
2022-08-18 09:55:00,303.4370,304.2870,303.0230,303.3330,574539
2022-08-18 09:50:00,303.6430,304.8200,303.3430,303.4100,634353
2022-08-18 09:45:00,305.7370,306.0000,303.6270,303.6270,825174
2022-08-18 09:40:00,305.2730,305.8730,303.6470,305.6730,830496
2022-08-18 09:35:00,303.1470,305.5550,303.0000,305.2170,908985
2022-08-18 09:30:00,306.0400,306.1330,302.7030,303.1170,1428867
2022-08-17 15:55:00,304.1630,304.2570,303.6430,303.9780,588024
2022-08-17 15:50:00,303.7630,305.0000,303.5170,304.1270,662301
2022-08-17 15:45:00,303.7470,304.0000,303.3500,303.6470,450840
2022-08-17 15:40:00,303.5620,304.1530,303.2800,303.7430,463497
2022-08-17 15:35:00,303.3560,304.1670,303.2500,303.6430,354288
2022-08-17 15:30:00,304.2730,304.3170,303.2500,303.3030,551313
2022-08-17 15:25:00,304.4000,304.8070,303.7840,304.3100,383103
2022-08-17 15:20:00,304.0030,304.5860,303.3370,304.4350,645969
2022-08-17 15:15:00,305.1100,305.1840,304.0330,304.0330,617484
2022-08-17 15:10:00,306.8370,307.0500,304.5430,305.0130,1113984
2022-08-17 15:05:00,308.1950,308.5830,306.6870,306.8780,569265
2022-08-17 15:00:00,307.5170,308.4100,307.4230,308.1970,336729
2022-08-17 14:55:00,307.8600,308.5030,307.2970,307.5210,499719
2022-08-17 14:50:00,308.4070,308.6670,307.7400,307.8770,362292
2022-08-17 14:45:00,308.9770,309.2300,308.0910,308.4700,385002
2022-08-17 14:40:00,309.6170,309.6400,308.6670,308.8750,550581
2022-08-17 14:35:00,308.4480,309.6570,308.3970,309.6030,961347
2022-08-17 14:30:00,307.7250,308.7030,307.2800,308.4330,595734
2022-08-17 14:25:00,307.4430,308.0830,307.0100,307.7180,370302
2022-08-17 14:20:00,308.0370,308.2330,306.8470,307.4620,598566
2022-08-17 14:15:00,308.6270,309.0130,307.8600,308.0070,839361
2022-08-17 14:10:00,307.8430,308.6370,307.3700,308.6370,680577
2022-08-17 14:05:00,306.9900,308.5930,306.1570,307.9170,1031898
2022-08-17 14:00:00,305.4000,308.2670,304.7710,306.9880,1343298
2022-08-17 13:55:00,305.8330,306.0570,305.1700,305.5500,256236
2022-08-17 13:50:00,305.8480,306.3630,305.7330,305.7540,325773
2022-08-17 13:45:00,305.9000,306.1840,305.7300,305.8100,207411
2022-08-17 13:40:00,305.4430,306.2730,305.4430,305.7870,352161
2022-08-17 13:35:00,305.6980,305.6980,305.1930,305.4800,233613
2022-08-17 13:30:00,305.6770,306.3630,305.4200,305.6470,519825
2022-08-17 13:25:00,304.6510,305.8330,304.5470,305.6320,429717
2022-08-17 13:20:00,304.7430,305.2530,304.5390,304.5850,210060
2022-08-17 13:15:00,304.4870,305.5230,304.4470,304.7430,571443
2022-08-17 13:10:00,304.0040,304.5500,304.0040,304.5330,175293
2022-08-17 13:05:00,304.1100,304.5100,303.8400,303.9590,199404
2022-08-17 13:00:00,304.3450,304.7000,303.5200,304.1180,287565
2022-08-17 12:55:00,304.5620,304.6670,304.0870,304.2100,192801
2022-08-17 12:50:00,304.4030,304.8480,304.1330,304.5630,241566
2022-08-17 12:45:00,304.5900,305.2330,304.2830,304.4630,355641
2022-08-17 12:40:00,304.4030,305.3330,304.1970,304.5170,490593
2022-08-17 12:35:00,303.6740,304.9800,303.5230,304.4610,768018
2022-08-17 12:30:00,303.3330,303.8330,303.1170,303.7070,303270
2022-08-17 12:25:00,303.1730,303.5000,302.5930,303.3870,273354
2022-08-17 12:20:00,302.3400,303.1730,302.1980,303.1400,258003
2022-08-17 12:15:00,301.9930,302.4500,301.8670,302.2830,158601
2022-08-17 12:10:00,302.3790,302.3980,301.6970,301.9610,221349
2022-08-17 12:05:00,302.1630,303.1400,302.1170,302.3430,450954
2022-08-17 12:00:00,302.0200,302.2910,301.8330,302.1800,149241
2022-08-17 11:55:00,302.2570,302.5550,301.7500,302.0730,229248
2022-08-17 11:50:00,301.9270,302.4070,301.6970,302.2500,276306
2022-08-17 11:45:00,302.1670,302.3270,301.7400,301.9210,192432
2022-08-17 11:40:00,302.6370,302.9870,301.9770,302.1300,285954
2022-08-17 11:35:00,302.3370,302.6500,302.0860,302.4520,224817
2022-08-17 11:30:00,302.9830,303.5630,302.3330,302.4170,360543
2022-08-17 11:25:00,303.7600,303.7600,302.6600,302.9300,283407
2022-08-17 11:20:00,303.6800,303.9700,303.1430,303.6670,331683
2022-08-17 11:15:00,303.1520,303.9830,302.3870,303.5800,593799
2022-08-17 11:10:00,302.4950,304.0000,302.4030,303.1810,672027
2022-08-17 11:05:00,302.0150,303.1000,301.4930,302.5130,658233
2022-08-17 11:00:00,300.7420,302.2430,300.7420,301.9900,530490
2022-08-17 10:55:00,300.6970,301.4470,300.4870,300.7970,362208
2022-08-17 10:50:00,301.2700,301.4120,300.4530,300.7630,406431
2022-08-17 10:45:00,301.5230,302.6470,301.3270,301.3330,477573
2022-08-17 10:40:00,300.7880,302.1670,300.7230,301.5520,644463
2022-08-17 10:35:00,300.8000,300.8840,300.0330,300.8470,785559
2022-08-17 10:30:00,301.2380,301.5030,300.4000,300.6980,649998
2022-08-17 10:25:00,301.4500,301.8370,301.0270,301.2700,370254
2022-08-17 10:20:00,301.2380,302.4430,301.2170,301.4230,488262
2022-08-17 10:15:00,301.1900,301.5830,300.7030,301.1600,690534
2022-08-17 10:10:00,302.9530,303.4100,300.7670,301.2280,1142634
2022-08-17 10:05:00,303.3330,304.4870,302.6870,303.0000,588558
2022-08-17 10:00:00,304.1400,304.2800,302.7870,303.2370,532653
2022-08-17 09:55:00,304.0600,304.9500,303.7400,304.2070,781257
2022-08-17 09:50:00,302.8520,304.8030,301.4230,304.1540,1487484
2022-08-17 09:45:00,302.3330,303.9620,301.8670,302.7700,869139
2022-08-17 09:40:00,304.4730,304.4730,301.7330,302.3830,1060740
2022-08-17 09:35:00,304.0170,305.7820,304.0000,304.4680,1042014
2022-08-17 09:30:00,303.3970,304.8300,301.8370,304.3700,1650486
2022-08-16 15:55:00,306.8730,307.0070,306.5270,306.5730,750033
2022-08-16 15:50:00,307.1950,307.4330,306.7100,306.8950,384510
2022-08-16 15:45:00,306.8170,307.4530,306.5820,307.1720,476625
2022-08-16 15:40:00,306.2430,307.3800,306.2430,306.7200,536976
2022-08-16 15:35:00,306.7000,306.8570,306.2570,306.3020,207516
2022-08-16 15:30:00,306.4670,306.9830,306.3700,306.7400,289989
2022-08-16 15:25:00,306.4670,307.1670,306.3000,306.4390,529356
2022-08-16 15:20:00,306.0330,306.4780,305.5000,306.4630,382176
2022-08-16 15:15:00,305.5450,306.0700,305.1630,305.9970,352749
2022-08-16 15:10:00,305.6000,305.9470,305.2820,305.5460,336621
2022-08-16 15:05:00,305.0750,306.2500,305.0030,305.7330,410868
2022-08-16 15:00:00,306.3330,306.6270,305.0070,305.1070,648735
2022-08-16 14:55:00,305.8100,307.0000,305.6830,306.4460,640431
2022-08-16 14:50:00,305.8730,306.3190,305.4670,305.8660,565881
2022-08-16 14:45:00,306.2070,306.2170,305.2230,305.8380,626985
2022-08-16 14:40:00,307.0060,307.2270,305.7300,306.3050,858006
2022-08-16 14:35:00,308.4100,308.6030,306.6670,307.0920,873378
2022-08-16 14:30:00,309.1770,309.2300,308.2730,308.3700,374757
2022-08-16 14:25:00,310.0570,310.2830,308.7570,309.1170,463929
2022-08-16 14:20:00,310.5630,311.0870,309.8700,310.0980,533163
2022-08-16 14:15:00,310.7680,311.4830,310.3900,310.5950,602685
2022-08-16 14:10:00,309.9770,310.9170,309.7770,310.8030,765099
2022-08-16 14:05:00,308.2930,309.9770,308.2930,309.9370,750153
2022-08-16 14:00:00,308.2430,308.5330,307.7970,308.3300,303294
2022-08-16 13:55:00,308.2000,308.4130,307.7700,308.1630,225903
2022-08-16 13:50:00,307.6960,308.2800,307.6670,308.2600,235857
2022-08-16 13:45:00,307.9430,308.0780,307.4000,307.6710,285333
2022-08-16 13:40:00,308.8970,309.0000,307.6700,307.8760,467118
2022-08-16 13:35:00,308.7530,309.4300,308.7170,308.9420,351789
2022-08-16 13:30:00,308.8400,309.2000,308.5330,308.8510,309576
2022-08-16 13:25:00,309.0500,309.3030,308.8330,308.8630,310491
2022-08-16 13:20:00,308.9900,309.0200,308.6670,309.0000,214374
2022-08-16 13:15:00,308.4130,309.1680,308.3630,309.0000,317517
2022-08-16 13:10:00,308.6430,308.6670,308.1780,308.4450,205860
2022-08-16 13:05:00,308.3620,308.6570,308.1670,308.6190,291462
2022-08-16 13:00:00,307.5390,308.5490,307.4700,308.3980,509415
2022-08-16 12:55:00,307.5200,307.8500,307.3370,307.4930,284676
2022-08-16 12:50:00,306.9700,307.9500,306.7670,307.5000,521487
2022-08-16 12:45:00,306.7470,307.2670,306.6930,306.9250,388362
2022-08-16 12:40:00,307.7520,307.9170,306.6930,306.7670,423321
2022-08-16 12:35:00,307.9270,308.2330,307.4730,307.6700,315531
2022-08-16 12:30:00,307.8880,308.2600,307.6770,307.9220,470247
2022-08-16 12:25:00,309.2400,309.3900,307.8390,307.9200,524778
2022-08-16 12:20:00,310.0670,310.0670,308.9370,309.3300,310386
2022-08-16 12:15:00,309.4080,310.2730,309.4000,310.0670,353631
2022-08-16 12:10:00,309.4330,309.7340,308.8530,309.4920,535050
2022-08-16 12:05:00,309.9600,310.6000,309.3770,309.4940,482250
2022-08-16 12:00:00,309.2870,310.7560,309.2070,310.0000,885525
2022-08-16 11:55:00,309.4330,309.9470,309.0930,309.2370,366294
2022-08-16 11:50:00,309.4100,309.6130,308.6830,309.5500,563220
2022-08-16 11:45:00,309.4740,309.9670,309.0170,309.4390,667728
2022-08-16 11:40:00,309.7220,309.9670,309.2100,309.3670,405705
2022-08-16 11:35:00,309.2200,309.9670,309.0070,309.7180,596526
2022-08-16 11:30:00,308.6330,309.8030,308.3830,309.2090,960030
2022-08-16 11:25:00,307.6670,308.8000,307.3730,308.8000,498744
2022-08-16 11:20:00,308.8170,308.8170,307.4590,307.7140,544176
2022-08-16 11:15:00,307.7400,308.9200,307.6330,308.7940,878202
2022-08-16 11:10:00,306.3370,308.2900,306.3370,307.7220,1042188
2022-08-16 11:05:00,305.3700,306.9100,305.2870,306.3530,682917
2022-08-16 11:00:00,305.3600,306.4870,305.3000,305.3700,648195
2022-08-16 10:55:00,306.3000,306.6670,305.3150,305.3770,709128
2022-08-16 10:50:00,306.2690,307.3330,305.9970,306.2770,1055634
2022-08-16 10:45:00,305.4200,306.5300,305.0130,306.2630,1063479
2022-08-16 10:40:00,303.8890,305.7280,303.3770,305.3810,1213416
2022-08-16 10:35:00,303.3000,304.3230,303.0300,303.8790,858885
2022-08-16 10:30:00,304.4410,304.4410,302.8830,303.2470,1284327
2022-08-16 10:25:00,306.9830,306.9830,304.2930,304.3970,1380813
2022-08-16 10:20:00,307.0470,307.2330,306.5000,306.9330,746817
2022-08-16 10:15:00,308.2200,308.2230,306.4230,307.1270,1362327
2022-08-16 10:10:00,308.2700,308.9400,307.9130,308.1990,725607
2022-08-16 10:05:00,308.2870,308.8570,307.5530,308.2740,1116666
2022-08-16 10:00:00,310.6770,311.0370,308.1330,308.2550,1351674
2022-08-16 09:55:00,309.8570,311.2740,309.3800,310.6770,1046490
2022-08-16 09:50:00,310.6670,311.0270,309.3440,309.8930,1793079
2022-08-16 09:45:00,313.1300,313.9600,310.4400,310.6400,1608237
2022-08-16 09:40:00,314.0000,314.6530,313.0070,313.2330,1714089
2022-08-16 09:35:00,310.2980,314.6670,310.0370,313.9830,2607177
2022-08-16 09:30:00,311.6670,312.6670,309.8570,310.3000,2098797
2022-08-15 15:55:00,309.4770,309.5360,308.9600,309.2800,891246
2022-08-15 15:50:00,310.4570,310.6510,309.1740,309.5270,857790
2022-08-15 15:45:00,310.6670,310.9730,310.0530,310.3980,668961
2022-08-15 15:40:00,311.0860,311.2500,310.6730,310.6730,387066
2022-08-15 15:35:00,311.4300,311.5230,310.9100,311.1030,305820
2022-08-15 15:30:00,311.7300,311.7530,311.3330,311.4430,239349
2022-08-15 15:25:00,311.7080,311.8800,311.1070,311.7110,429837
2022-08-15 15:20:00,311.2420,311.7330,311.1900,311.6830,401973
2022-08-15 15:15:00,311.0900,311.4950,310.6200,311.2450,394929
2022-08-15 15:10:00,311.2320,311.6830,311.0630,311.0700,391215
2022-08-15 15:05:00,311.2510,312.1000,311.2170,311.2470,646338
2022-08-15 15:00:00,310.7950,311.5840,310.6000,311.2970,622530
2022-08-15 14:55:00,310.1140,311.1300,310.0930,310.7920,615261
2022-08-15 14:50:00,310.6670,310.6670,309.7500,310.1520,399165
2022-08-15 14:45:00,310.5000,310.6910,310.0870,310.6670,438234
2022-08-15 14:40:00,310.9200,311.0800,310.1630,310.5200,444141
2022-08-15 14:35:00,310.9720,311.2120,310.6670,310.9130,347592
2022-08-15 14:30:00,310.8770,311.3270,309.4530,310.9680,744012
2022-08-15 14:25:00,311.1630,311.1700,310.6670,310.8770,269982
2022-08-15 14:20:00,311.2830,311.3900,310.4430,311.0870,294972
2022-08-15 14:15:00,310.7370,311.4630,310.6900,311.2870,459513
2022-08-15 14:10:00,310.6230,310.9000,309.8730,310.7720,500721
2022-08-15 14:05:00,311.1100,311.4630,310.6270,310.6430,431979
2022-08-15 14:00:00,311.2670,311.7430,310.7470,311.1900,405384
2022-08-15 13:55:00,311.0710,311.5300,311.0330,311.3000,375303
2022-08-15 13:50:00,310.5230,311.2970,310.3030,310.9680,562569
2022-08-15 13:45:00,309.6480,310.7670,309.5830,310.5900,631455
2022-08-15 13:40:00,310.1530,310.5770,308.8500,309.6480,1103154
2022-08-15 13:35:00,310.9220,311.6530,310.1030,310.1970,581712
2022-08-15 13:30:00,312.2500,312.5560,310.5400,310.9250,481398
2022-08-15 13:25:00,312.2280,312.4330,312.0000,312.2300,327753
2022-08-15 13:20:00,311.9770,312.4330,311.7330,312.1930,391500
2022-08-15 13:15:00,312.5000,312.5730,311.9230,312.0380,384948
2022-08-15 13:10:00,312.7800,313.1330,312.4100,312.5000,554910
2022-08-15 13:05:00,311.8000,312.9860,311.8000,312.8270,953427
2022-08-15 13:00:00,311.7000,311.9770,311.3770,311.7830,522333
2022-08-15 12:55:00,312.1130,312.4830,311.5030,311.6900,538635
2022-08-15 12:50:00,311.8550,312.3200,311.7030,312.1130,585321
2022-08-15 12:45:00,311.7870,312.6630,311.6870,311.7740,1266408
2022-08-15 12:40:00,310.6100,311.8400,310.4030,311.8110,1051425
2022-08-15 12:35:00,310.5870,310.8500,310.3330,310.5700,592830
2022-08-15 12:30:00,309.8820,310.6870,309.4570,310.5200,793278
2022-08-15 12:25:00,309.4850,309.9370,309.1670,309.8490,498417
2022-08-15 12:20:00,309.4730,309.5700,308.9300,309.4770,411219
2022-08-15 12:15:00,309.2980,309.8170,309.2570,309.4520,589500
2022-08-15 12:10:00,308.5400,309.6930,308.3600,309.3000,838776
2022-08-15 12:05:00,308.8370,308.9600,308.4400,308.5260,293958
2022-08-15 12:00:00,308.8000,308.9430,308.3500,308.8330,393585
2022-08-15 11:55:00,308.8350,309.1600,308.5270,308.7430,418497
2022-08-15 11:50:00,309.0100,309.3130,308.5400,308.9000,561384
2022-08-15 11:45:00,308.4580,309.2000,308.2130,309.0000,706488
2022-08-15 11:40:00,308.1270,308.8330,307.6900,308.4270,1102449
2022-08-15 11:35:00,307.2920,308.2870,307.2920,308.1820,1199562
2022-08-15 11:30:00,305.6070,307.2930,305.3730,307.2830,1130604
2022-08-15 11:25:00,305.5360,305.8330,305.3670,305.5770,401952
2022-08-15 11:20:00,304.5170,306.0200,304.2300,305.5140,765870
2022-08-15 11:15:00,304.2480,304.6630,304.1330,304.5170,299562
2022-08-15 11:10:00,304.7670,304.7670,303.9980,304.2100,358953
2022-08-15 11:05:00,304.7070,305.4900,304.5000,304.7170,515940
2022-08-15 11:00:00,304.4550,305.0970,303.8570,304.6100,537276
2022-08-15 10:55:00,304.2750,304.8630,303.8100,304.5370,451836
2022-08-15 10:50:00,303.9750,304.6730,303.5930,304.2750,489762
2022-08-15 10:45:00,304.3380,304.8600,303.6870,304.0100,474330
2022-08-15 10:40:00,305.0000,305.8330,304.1670,304.4140,644175
2022-08-15 10:35:00,305.2770,305.4070,304.5170,304.9170,552078
2022-08-15 10:30:00,304.6050,305.5030,304.3330,305.3430,548568
2022-08-15 10:25:00,303.5900,304.7630,303.4900,304.6270,512910
2022-08-15 10:20:00,304.7670,304.8570,303.2230,303.6430,763293
2022-08-15 10:15:00,304.0300,305.5030,303.8330,304.8300,730470
2022-08-15 10:10:00,305.7170,306.5700,304.0170,304.0830,1016049
2022-08-15 10:05:00,305.1670,305.8000,304.7070,305.7970,708396
2022-08-15 10:00:00,305.0930,306.5330,304.1670,305.2730,1114620
2022-08-15 09:55:00,305.6830,306.5400,305.0000,305.0660,1127703
2022-08-15 09:50:00,304.3870,305.9430,303.2030,305.7500,1401387
2022-08-15 09:45:00,304.0900,305.3800,304.0900,304.4770,1101120
2022-08-15 09:40:00,305.8130,305.8130,303.4180,304.0000,1584417
2022-08-15 09:35:00,306.1100,306.9330,305.1170,305.7700,1817661
2022-08-15 09:30:00,301.7870,306.6670,301.2300,305.9860,3171954
2022-08-12 15:55:00,299.6930,300.1600,299.6400,299.9970,1769889
2022-08-12 15:50:00,299.2970,299.8100,299.2970,299.6930,828186
2022-08-12 15:45:00,299.4570,299.6330,298.7670,299.2900,671103
2022-08-12 15:40:00,299.8230,299.8630,299.4370,299.4680,545919
2022-08-12 15:35:00,299.5870,299.8300,299.3330,299.7950,754554
2022-08-12 15:30:00,299.4570,299.6630,299.4130,299.5600,384255
2022-08-12 15:25:00,299.2350,299.6170,299.0630,299.4530,511302
2022-08-12 15:20:00,299.1700,299.3240,298.9170,299.2310,380607
2022-08-12 15:15:00,299.0030,299.2930,298.9170,299.1870,329295
2022-08-12 15:10:00,299.3220,299.3500,298.7670,299.0150,445464
2022-08-12 15:05:00,298.6200,299.3530,298.5670,299.3530,542865
2022-08-12 15:00:00,298.9770,299.0300,298.3600,298.6200,452067
2022-08-12 14:55:00,298.9690,299.2770,298.9000,298.9970,300048
2022-08-12 14:50:00,299.2570,299.5160,298.8620,299.0120,626358
2022-08-12 14:45:00,298.2330,299.2830,298.2000,299.2430,694887
2022-08-12 14:40:00,298.5270,298.9330,298.1050,298.2500,635811
2022-08-12 14:35:00,297.7870,298.7600,297.6170,298.5120,875841
2022-08-12 14:30:00,297.8000,297.9530,297.5100,297.7870,602910
2022-08-12 14:25:00,297.2010,297.8230,297.0670,297.8060,765027
2022-08-12 14:20:00,296.3830,297.3230,296.2930,297.2100,584544
2022-08-12 14:15:00,296.1170,296.5530,296.0800,296.3830,358710
2022-08-12 14:10:00,296.2020,296.2300,295.7530,296.1330,282417
2022-08-12 14:05:00,296.1800,296.3230,295.9100,296.1730,428835
2022-08-12 14:00:00,295.5670,296.1700,295.5170,296.1530,346236
2022-08-12 13:55:00,295.6530,295.6530,295.3010,295.5460,145608
2022-08-12 13:50:00,295.4570,295.7330,295.2440,295.6100,203082
2022-08-12 13:45:00,295.3400,295.6000,295.1230,295.4070,165414
2022-08-12 13:40:00,294.8320,295.4170,294.8320,295.3430,116946
2022-08-12 13:35:00,295.3130,295.4020,294.7400,294.8240,137115
2022-08-12 13:30:00,295.4300,295.6470,295.1800,295.3510,171273
2022-08-12 13:25:00,295.6780,295.8130,295.2600,295.4380,178899
2022-08-12 13:20:00,295.5370,296.0000,295.4530,295.7260,392823
2022-08-12 13:15:00,295.1430,295.6000,294.9370,295.5540,246975
2022-08-12 13:10:00,294.7930,295.3370,294.7930,295.0870,271482
2022-08-12 13:05:00,294.2370,294.8630,294.2150,294.7620,184581
2022-08-12 13:00:00,294.8500,295.2970,294.1270,294.2380,275973
2022-08-12 12:55:00,294.6600,294.9200,294.4280,294.8330,230706
2022-08-12 12:50:00,295.1670,295.2000,294.4570,294.6530,269190
2022-08-12 12:45:00,295.3870,295.4780,295.1000,295.1540,156831
2022-08-12 12:40:00,295.5630,295.5670,295.1670,295.3400,247128
2022-08-12 12:35:00,295.1200,296.0970,294.7590,295.5620,582216
2022-08-12 12:30:00,295.4430,295.5630,295.0370,295.0850,231723
2022-08-12 12:25:00,295.5300,295.5330,294.8690,295.3570,263844
2022-08-12 12:20:00,295.4670,295.8130,294.9370,295.5670,540414
2022-08-12 12:15:00,294.8350,295.9000,294.8350,295.4070,599403
2022-08-12 12:10:00,294.3330,295.5570,294.1130,294.8350,725835
2022-08-12 12:05:00,294.4030,294.8110,294.0600,294.3830,317751
2022-08-12 12:00:00,293.2120,294.5990,293.1000,294.3920,496134
2022-08-12 11:55:00,293.2270,293.9670,293.0400,293.1470,372309
2022-08-12 11:50:00,293.8200,294.2200,292.8370,293.1900,540207
2022-08-12 11:45:00,294.2800,294.4830,293.6170,293.8330,342768
2022-08-12 11:40:00,293.7530,295.0000,293.6370,294.3040,598530
2022-08-12 11:35:00,293.9600,294.2470,293.5000,293.7570,404166
2022-08-12 11:30:00,293.8920,294.2870,293.5230,293.9630,382965
2022-08-12 11:25:00,294.0930,294.7370,293.7060,293.8470,639756
2022-08-12 11:20:00,294.4370,295.1630,293.9600,294.0680,1098225
2022-08-12 11:15:00,293.1900,294.7670,292.9300,294.3980,980325
2022-08-12 11:10:00,292.8410,293.4660,292.0500,293.2170,684645
2022-08-12 11:05:00,292.5530,293.5170,292.4920,292.9200,655887
2022-08-12 11:00:00,292.6100,293.3330,292.2350,292.5470,1076781
2022-08-12 10:55:00,291.0870,292.7200,290.6770,292.5720,1380291
2022-08-12 10:50:00,288.9020,291.4030,288.8270,291.0870,1311564
2022-08-12 10:45:00,289.0400,289.4170,288.1270,288.8950,501714
2022-08-12 10:40:00,288.4970,289.4730,288.0200,289.1030,515532
2022-08-12 10:35:00,288.1930,289.3330,288.0030,288.5380,512592
2022-08-12 10:30:00,288.5680,288.8000,287.6730,288.1450,531645
2022-08-12 10:25:00,289.2130,289.2230,288.0900,288.4730,597807
2022-08-12 10:20:00,289.6570,290.0000,288.9000,289.2270,679716
2022-08-12 10:15:00,288.6670,289.6670,288.2370,289.5510,664170
2022-08-12 10:10:00,288.7970,290.1600,288.3900,288.6170,977922
2022-08-12 10:05:00,288.1470,289.5600,287.5800,288.7890,926073
2022-08-12 10:00:00,287.0500,289.7770,285.0330,288.2030,1812192
2022-08-12 09:55:00,286.0230,287.2370,285.5170,287.1770,975366
2022-08-12 09:50:00,286.1210,287.3100,285.6930,286.0570,737580
2022-08-12 09:45:00,287.7550,287.9000,285.6970,286.2000,759468
2022-08-12 09:40:00,286.2340,288.1430,286.1900,287.7200,966972
2022-08-12 09:35:00,286.7170,287.3770,285.1830,286.2500,1175301
2022-08-12 09:30:00,289.4470,289.5230,286.2500,286.6730,1699791
2022-08-11 15:55:00,287.0170,287.0770,286.4730,286.7170,594657
2022-08-11 15:50:00,286.0000,287.1330,285.8500,287.0170,594267
2022-08-11 15:45:00,286.2830,286.3060,285.8670,286.0390,328452
2022-08-11 15:40:00,286.1130,286.4300,285.9070,286.2700,286806
2022-08-11 15:35:00,286.8830,286.8830,285.8330,286.0830,351189
2022-08-11 15:30:00,286.6930,287.0000,286.1900,286.8710,315120
2022-08-11 15:25:00,286.0300,286.8170,286.0230,286.7200,252264
2022-08-11 15:20:00,286.9850,286.9870,286.0000,286.0800,265986
2022-08-11 15:15:00,286.3470,287.2850,286.1670,286.9880,298035
2022-08-11 15:10:00,287.0780,287.3100,285.8770,286.3470,515382
2022-08-11 15:05:00,287.1250,287.1800,286.3500,287.1140,361884
2022-08-11 15:00:00,287.0550,287.3830,286.6820,287.1100,371505
2022-08-11 14:55:00,286.1360,287.2930,286.1360,287.0570,397272
2022-08-11 14:50:00,287.5180,287.5760,286.0970,286.1280,896178
2022-08-11 14:45:00,287.5000,287.7530,287.1900,287.5670,438219
2022-08-11 14:40:00,288.4500,288.5000,287.1900,287.5280,836364
2022-08-11 14:35:00,288.5400,289.0500,288.3470,288.4750,311796
2022-08-11 14:30:00,289.4300,289.5830,288.3500,288.5830,456177
2022-08-11 14:25:00,289.4040,289.7000,289.1870,289.4550,199320
2022-08-11 14:20:00,289.6930,289.7470,289.0870,289.4200,180480
2022-08-11 14:15:00,289.2500,289.9530,289.0200,289.6670,346347
2022-08-11 14:10:00,289.4870,289.6300,289.0100,289.1880,239904
2022-08-11 14:05:00,289.4870,289.6870,289.1730,289.4600,234321
2022-08-11 14:00:00,290.0670,290.0800,289.1500,289.4800,312504
2022-08-11 13:55:00,290.3470,290.3470,289.7530,290.0170,225168
2022-08-11 13:50:00,290.6910,291.1000,290.2170,290.3130,237897
2022-08-11 13:45:00,291.2570,291.3800,290.5130,290.7070,226494
2022-08-11 13:40:00,290.8200,291.6470,290.7000,291.3900,368352
2022-08-11 13:35:00,290.0350,291.0000,289.9600,290.7130,236568
2022-08-11 13:30:00,290.3330,290.5830,289.9300,289.9770,205917
2022-08-11 13:25:00,290.6220,290.8190,290.1940,290.3870,150897
2022-08-11 13:20:00,290.7370,291.2530,290.5000,290.6000,300558
2022-08-11 13:15:00,290.2410,290.9570,289.9060,290.7200,260745
2022-08-11 13:10:00,289.8690,290.2930,289.8330,290.2410,269451
2022-08-11 13:05:00,290.0400,290.3610,289.4040,289.8330,326421
2022-08-11 13:00:00,290.7220,290.9830,289.9170,290.0000,337245
2022-08-11 12:55:00,290.9070,291.1400,290.6150,290.8350,220137
2022-08-11 12:50:00,291.0200,291.4130,290.7890,290.9070,268197
2022-08-11 12:45:00,291.2200,291.2930,290.6200,290.9970,267750
2022-08-11 12:40:00,291.3380,291.5600,291.1430,291.2430,213717
2022-08-11 12:35:00,291.7600,291.8430,291.3340,291.3730,289020
2022-08-11 12:30:00,290.5910,291.9800,290.4120,291.7830,715818
2022-08-11 12:25:00,289.4730,290.7500,289.2930,290.6760,420648
2022-08-11 12:20:00,289.9170,289.9170,289.1670,289.4680,265176
2022-08-11 12:15:00,289.2650,290.3030,288.9820,289.9250,320232
2022-08-11 12:10:00,289.3070,289.5470,288.8300,289.2500,253821
2022-08-11 12:05:00,290.0000,290.0770,289.2430,289.2730,223686
2022-08-11 12:00:00,289.6070,290.5770,289.3440,289.9820,362595
2022-08-11 11:55:00,289.1530,289.9970,288.8130,289.5850,351237
2022-08-11 11:50:00,288.9840,289.2230,288.2970,289.0570,446982
2022-08-11 11:45:00,289.8480,289.8930,288.7330,289.0330,487323
2022-08-11 11:40:00,290.4580,290.7670,289.7700,289.8770,332340
